DOB,AGE,DATE,population,Cumulative,Rank
5/3/1973,14853,1/1/2014,266611,4784009288,4783875982
5/2/1973,14854,1/1/2014,266606,4784275894,4784142591
5/1/1973,14855,1/1/2014,266601,4784542495,4784409195
4/30/1973,14856,1/1/2014,266596,4784809091,4784675793
4/29/1973,14857,1/1/2014,266591,4785075683,4784942387
4/28/1973,14858,1/1/2014,266586,4785342269,4785208976
4/27/1973,14859,1/1/2014,266581,4785608849,4785475559
4/26/1973,14860,1/1/2014,266576,4785875425,4785742137
4/25/1973,14861,1/1/2014,266571,4786141996,4786008711
4/24/1973,14862,1/1/2014,266566,4786408562,4786275279
4/23/1973,14863,1/1/2014,266561,4786675122,4786541842
4/22/1973,14864,1/1/2014,266556,4786941678,4786808400
4/21/1973,14865,1/1/2014,266550,4787208228,4787074953
4/20/1973,14866,1/1/2014,266545,4787474774,4787341501
4/19/1973,14867,1/1/2014,266540,4787741314,4787608044
4/18/1973,14868,1/1/2014,266535,4788007849,4787874582
4/17/1973,14869,1/1/2014,266530,4788274379,4788141114
4/16/1973,14870,1/1/2014,266525,4788540904,4788407642
4/15/1973,14871,1/1/2014,266520,4788807424,4788674164
4/14/1973,14872,1/1/2014,266515,4789073939,4788940682
4/13/1973,14873,1/1/2014,266510,4789340449,4789207194
4/12/1973,14874,1/1/2014,266505,4789606954,4789473701
4/11/1973,14875,1/1/2014,266500,4789873453,4789740204
4/10/1973,14876,1/1/2014,266495,4790139948,4790006701
4/9/1973,14877,1/1/2014,266490,4790406438,4790273193
4/8/1973,14878,1/1/2014,266484,4790672922,4790539680
4/7/1973,14879,1/1/2014,266479,4790939401,4790806162
4/6/1973,14880,1/1/2014,266474,4791205876,4791072638
4/5/1973,14881,1/1/2014,266469,4791472345,4791339110
4/4/1973,14882,1/1/2014,266464,4791738809,4791605577
4/3/1973,14883,1/1/2014,266459,4792005268,4791872038
4/2/1973,14884,1/1/2014,266454,4792271722,4792138495
4/1/1973,14885,1/1/2014,266449,4792538171,4792404946
3/31/1973,14886,1/1/2014,266444,4792804615,4792671393
3/30/1973,14887,1/1/2014,266439,4793071053,4792937834
3/29/1973,14888,1/1/2014,266434,4793337487,4793204270
3/28/1973,14889,1/1/2014,266429,4793603916,4793470701
3/27/1973,14890,1/1/2014,266424,4793870339,4793737128
3/26/1973,14891,1/1/2014,266418,4794136758,4794003549
3/25/1973,14892,1/1/2014,266413,4794403171,4794269964
3/24/1973,14893,1/1/2014,266408,4794669579,4794536375
3/23/1973,14894,1/1/2014,266403,4794935983,4794802781
3/22/1973,14895,1/1/2014,266398,4795202381,4795069182
3/21/1973,14896,1/1/2014,266393,4795468774,4795335577
3/20/1973,14897,1/1/2014,266388,4795735162,4795601968
3/19/1973,14898,1/1/2014,266383,4796001545,4795868353
3/18/1973,14899,1/1/2014,266378,4796267923,4796134734
3/17/1973,14900,1/1/2014,266373,4796534295,4796401109
3/16/1973,14901,1/1/2014,266368,4796800663,4796667479
3/15/1973,14902,1/1/2014,266363,4797067026,4796933844
3/14/1973,14903,1/1/2014,266358,4797333383,4797200204
3/13/1973,14904,1/1/2014,266352,4797599736,4797466559
3/12/1973,14905,1/1/2014,266347,4797866083,4797732909
3/11/1973,14906,1/1/2014,266342,4798132425,4797999254
3/10/1973,14907,1/1/2014,266337,4798398763,4798265594
3/9/1973,14908,1/1/2014,266332,4798665095,4798531929
3/8/1973,14909,1/1/2014,266327,4798931422,4798798258
3/7/1973,14910,1/1/2014,266322,4799197744,4799064583
3/6/1973,14911,1/1/2014,266317,4799464061,4799330902
3/5/1973,14912,1/1/2014,266312,4799730373,4799597217
3/4/1973,14913,1/1/2014,266307,4799996680,4799863526
3/3/1973,14914,1/1/2014,266302,4800262981,4800129830
3/2/1973,14915,1/1/2014,266297,4800529278,4800396130
3/1/1973,14916,1/1/2014,266292,4800795570,4800662424
2/28/1973,14917,1/1/2014,266287,4801061856,4800928713
2/27/1973,14918,1/1/2014,266281,4801328138,4801194997
2/26/1973,14919,1/1/2014,266276,4801594414,4801461276
2/25/1973,14920,1/1/2014,266271,4801860685,4801727550
2/24/1973,14921,1/1/2014,266266,4802126951,4801993818
2/23/1973,14922,1/1/2014,266261,4802393213,4802260082
2/22/1973,14923,1/1/2014,266256,4802659469,4802526341
2/21/1973,14924,1/1/2014,266251,4802925720,4802792594
2/20/1973,14925,1/1/2014,266246,4803191966,4803058843
2/19/1973,14926,1/1/2014,266241,4803458206,4803325086
2/18/1973,14927,1/1/2014,266236,4803724442,4803591324
2/17/1973,14928,1/1/2014,266231,4803990673,4803857558
2/16/1973,14929,1/1/2014,266226,4804256899,4804123786
2/15/1973,14930,1/1/2014,266221,4804523119,4804390009
2/14/1973,14931,1/1/2014,266216,4804789335,4804656227
2/13/1973,14932,1/1/2014,266210,4805055545,4804922440
2/12/1973,14933,1/1/2014,266205,4805321750,4805188648
2/11/1973,14934,1/1/2014,266200,4805587951,4805454851
2/10/1973,14935,1/1/2014,266195,4805854146,4805721048
2/9/1973,14936,1/1/2014,266190,4806120336,4805987241
2/8/1973,14937,1/1/2014,266185,4806386521,4806253429
2/7/1973,14938,1/1/2014,266180,4806652701,4806519611
2/6/1973,14939,1/1/2014,266175,4806918876,4806785789
2/5/1973,14940,1/1/2014,266170,4807185046,4807051961
2/4/1973,14941,1/1/2014,266165,4807451211,4807318128
2/3/1973,14942,1/1/2014,266160,4807717371,4807584291
2/2/1973,14943,1/1/2014,266155,4807983525,4807850448
2/1/1973,14944,1/1/2014,266150,4808249675,4808116600
1/31/1973,14945,1/1/2014,266145,4808515819,4808382747
1/30/1973,14946,1/1/2014,266139,4808781959,4808648889
1/29/1973,14947,1/1/2014,266134,4809048093,4808915026
1/28/1973,14948,1/1/2014,266129,4809314222,4809181158
1/27/1973,14949,1/1/2014,266124,4809580347,4809447284
1/26/1973,14950,1/1/2014,266119,4809846466,4809713406
1/25/1973,14951,1/1/2014,266114,4810112580,4809979523
1/24/1973,14952,1/1/2014,266109,4810378689,4810245634
1/23/1973,14953,1/1/2014,266104,4810644793,4810511741
1/22/1973,14954,1/1/2014,266099,4810910892,4810777842
1/21/1973,14955,1/1/2014,266094,4811176985,4811043939
1/20/1973,14956,1/1/2014,266089,4811443074,4811310030
1/19/1973,14957,1/1/2014,266084,4811709158,4811576116
1/18/1973,14958,1/1/2014,266079,4811975236,4811842197
1/17/1973,14959,1/1/2014,266074,4812241310,4812108273
1/16/1973,14960,1/1/2014,266068,4812507378,4812374344
1/15/1973,14961,1/1/2014,266063,4812773442,4812640410
1/14/1973,14962,1/1/2014,266058,4813039500,4812906471
1/13/1973,14963,1/1/2014,266053,4813305553,4813172527
1/12/1973,14964,1/1/2014,266048,4813571602,4813438578
1/11/1973,14965,1/1/2014,266043,4813837645,4813704623
1/10/1973,14966,1/1/2014,266038,4814103683,4813970664
1/9/1973,14967,1/1/2014,266033,4814369716,4814236699
1/8/1973,14968,1/1/2014,266028,4814635744,4814502730
1/7/1973,14969,1/1/2014,266023,4814901767,4814768755
1/6/1973,14970,1/1/2014,266018,4815167784,4815034775
1/5/1973,14971,1/1/2014,266013,4815433797,4815300791
1/4/1973,14972,1/1/2014,266008,4815699805,4815566801
1/3/1973,14973,1/1/2014,266003,4815965807,4815832806
1/2/1973,14974,1/1/2014,265998,4816231805,4816098806
1/1/1973,14975,1/1/2014,265992,4816497797,4816364801
12/31/1972,14976,1/1/2014,265987,4816763785,4816630791
12/30/1972,14977,1/1/2014,265982,4817029767,4816896776
12/29/1972,14978,1/1/2014,265977,4817295744,4817162755
12/28/1972,14979,1/1/2014,265972,4817561716,4817428730
12/27/1972,14980,1/1/2014,265967,4817827683,4817694700
12/26/1972,14981,1/1/2014,265962,4818093645,4817960664
12/25/1972,14982,1/1/2014,265957,4818359602,4818226624
12/24/1972,14983,1/1/2014,265952,4818625554,4818492578
12/23/1972,14984,1/1/2014,265947,4818891501,4818758528
12/22/1972,14985,1/1/2014,265942,4819157443,4819024472
12/21/1972,14986,1/1/2014,265937,4819423380,4819290411
12/20/1972,14987,1/1/2014,265932,4819689311,4819556345
12/19/1972,14988,1/1/2014,265927,4819955238,4819822275
12/18/1972,14989,1/1/2014,265922,4820221159,4820088199
12/17/1972,14990,1/1/2014,265916,4820487076,4820354118
12/16/1972,14991,1/1/2014,265911,4820752987,4820620031
12/15/1972,14992,1/1/2014,265906,4821018893,4820885940
12/14/1972,14993,1/1/2014,265901,4821284795,4821151844
12/13/1972,14994,1/1/2014,265896,4821550691,4821417743
12/12/1972,14995,1/1/2014,265891,4821816582,4821683636
12/11/1972,14996,1/1/2014,265886,4822082468,4821949525
12/10/1972,14997,1/1/2014,265881,4822348349,4822215408
12/9/1972,14998,1/1/2014,265876,4822614225,4822481287
12/8/1972,14999,1/1/2014,265871,4822880096,4822747160
12/7/1972,15000,1/1/2014,265866,4823145962,4823013029
12/6/1972,15001,1/1/2014,265861,4823411822,4823278892
12/5/1972,15002,1/1/2014,265856,4823677678,4823544750
12/4/1972,15003,1/1/2014,265851,4823943528,4823810603
12/3/1972,15004,1/1/2014,265846,4824209374,4824076451
12/2/1972,15005,1/1/2014,265840,4824475214,4824342294
12/1/1972,15006,1/1/2014,265835,4824741050,4824608132
11/30/1972,15007,1/1/2014,265830,4825006880,4824873965
11/29/1972,15008,1/1/2014,265825,4825272705,4825139793
11/28/1972,15009,1/1/2014,265820,4825538526,4825405616
11/27/1972,15010,1/1/2014,265815,4825804341,4825671433
11/26/1972,15011,1/1/2014,265810,4826070151,4825937246
11/25/1972,15012,1/1/2014,265805,4826335956,4826203053
11/24/1972,15013,1/1/2014,265800,4826601756,4826468856
11/23/1972,15014,1/1/2014,265795,4826867551,4826734653
11/22/1972,15015,1/1/2014,265790,4827133341,4827000446
11/21/1972,15016,1/1/2014,265785,4827399125,4827266233
11/20/1972,15017,1/1/2014,265780,4827664905,4827532015
11/19/1972,15018,1/1/2014,265775,4827930680,4827797792
11/18/1972,15019,1/1/2014,265770,4828196449,4828063564
11/17/1972,15020,1/1/2014,265765,4828462214,4828329331
11/16/1972,15021,1/1/2014,265759,4828727973,4828595093
11/15/1972,15022,1/1/2014,265754,4828993727,4828860850
11/14/1972,15023,1/1/2014,265749,4829259477,4829126602
11/13/1972,15024,1/1/2014,265744,4829525221,4829392349
11/12/1972,15025,1/1/2014,265739,4829790960,4829658091
11/11/1972,15026,1/1/2014,265734,4830056694,4829923827
11/10/1972,15027,1/1/2014,265729,4830322423,4830189559
11/9/1972,15028,1/1/2014,265724,4830588147,4830455285
11/8/1972,15029,1/1/2014,265719,4830853866,4830721007
11/7/1972,15030,1/1/2014,265714,4831119580,4830986723
11/6/1972,15031,1/1/2014,265709,4831385289,4831252435
11/5/1972,15032,1/1/2014,265704,4831650993,4831518141
11/4/1972,15033,1/1/2014,265699,4831916691,4831783842
11/3/1972,15034,1/1/2014,265694,4832182385,4832049538
11/2/1972,15035,1/1/2014,265689,4832448074,4832315229
11/1/1972,15036,1/1/2014,265684,4832713757,4832580915
10/31/1972,15037,1/1/2014,265678,4832979436,4832846596
10/30/1972,15038,1/1/2014,265673,4833245109,4833112272
10/29/1972,15039,1/1/2014,265668,4833510777,4833377943
10/28/1972,15040,1/1/2014,265663,4833776441,4833643609
10/27/1972,15041,1/1/2014,265658,4834042099,4833909270
10/26/1972,15042,1/1/2014,265653,4834307752,4834174925
10/25/1972,15043,1/1/2014,265648,4834573400,4834440576
10/24/1972,15044,1/1/2014,265643,4834839043,4834706221
10/23/1972,15045,1/1/2014,265638,4835104681,4834971862
10/22/1972,15046,1/1/2014,265633,4835370314,4835237497
10/21/1972,15047,1/1/2014,265628,4835635942,4835503128
10/20/1972,15048,1/1/2014,265623,4835901564,4835768753
10/19/1972,15049,1/1/2014,265618,4836167182,4836034373
10/18/1972,15050,1/1/2014,265613,4836432795,4836299988
10/17/1972,15051,1/1/2014,265608,4836698402,4836565599
10/16/1972,15052,1/1/2014,265603,4836964005,4836831204
10/15/1972,15053,1/1/2014,265597,4837229602,4837096804
10/14/1972,15054,1/1/2014,265592,4837495195,4837362399
10/13/1972,15055,1/1/2014,265587,4837760782,4837627988
10/12/1972,15056,1/1/2014,265582,4838026364,4837893573
10/11/1972,15057,1/1/2014,265577,4838291942,4838159153
10/10/1972,15058,1/1/2014,265572,4838557514,4838424728
10/9/1972,15059,1/1/2014,265567,4838823081,4838690297
10/8/1972,15060,1/1/2014,265562,4839088643,4838955862
10/7/1972,15061,1/1/2014,265557,4839354200,4839221422
10/6/1972,15062,1/1/2014,265552,4839619752,4839486976
10/5/1972,15063,1/1/2014,265547,4839885299,4839752525
10/4/1972,15064,1/1/2014,265542,4840150841,4840018070
10/3/1972,15065,1/1/2014,265537,4840416377,4840283609
10/2/1972,15066,1/1/2014,265532,4840681909,4840549143
10/1/1972,15067,1/1/2014,265527,4840947436,4840814672
9/30/1972,15068,1/1/2014,265522,4841212957,4841080197
9/29/1972,15069,1/1/2014,265517,4841478474,4841345716
9/28/1972,15070,1/1/2014,265511,4841743985,4841611230
9/27/1972,15071,1/1/2014,265506,4842009492,4841876739
9/26/1972,15072,1/1/2014,265501,4842274993,4842142242
9/25/1972,15073,1/1/2014,265496,4842540489,4842407741
9/24/1972,15074,1/1/2014,265491,4842805981,4842673235
9/23/1972,15075,1/1/2014,265486,4843071467,4842938724
9/22/1972,15076,1/1/2014,265481,4843336948,4843204207
9/21/1972,15077,1/1/2014,265476,4843602424,4843469686
9/20/1972,15078,1/1/2014,265471,4843867895,4843735159
9/19/1972,15079,1/1/2014,265466,4844133361,4844000628
9/18/1972,15080,1/1/2014,265461,4844398822,4844266091
9/17/1972,15081,1/1/2014,265456,4844664278,4844531550
9/16/1972,15082,1/1/2014,265451,4844929728,4844797003
9/15/1972,15083,1/1/2014,265446,4845195174,4845062451
9/14/1972,15084,1/1/2014,265441,4845460615,4845327894
9/13/1972,15085,1/1/2014,265436,4845726050,4845593333
9/12/1972,15086,1/1/2014,265431,4845991481,4845858766
9/11/1972,15087,1/1/2014,265425,4846256906,4846124194
9/10/1972,15088,1/1/2014,265420,4846522327,4846389617
9/9/1972,15089,1/1/2014,265415,4846787742,4846655035
9/8/1972,15090,1/1/2014,265410,4847053153,4846920447
9/7/1972,15091,1/1/2014,265405,4847318558,4847185855
9/6/1972,15092,1/1/2014,265400,4847583958,4847451258
9/5/1972,15093,1/1/2014,265395,4847849353,4847716656
9/4/1972,15094,1/1/2014,265390,4848114743,4847982048
9/3/1972,15095,1/1/2014,265385,4848380128,4848247436
9/2/1972,15096,1/1/2014,265380,4848645508,4848512818
9/1/1972,15097,1/1/2014,265375,4848910883,4848778196
8/31/1972,15098,1/1/2014,265370,4849176253,4849043568
8/30/1972,15099,1/1/2014,265365,4849441618,4849308935
8/29/1972,15100,1/1/2014,265360,4849706978,4849574298
8/28/1972,15101,1/1/2014,265355,4849972332,4849839655
8/27/1972,15102,1/1/2014,265350,4850237682,4850105007
8/26/1972,15103,1/1/2014,265345,4850503027,4850370354
8/25/1972,15104,1/1/2014,265340,4850768366,4850635696
8/24/1972,15105,1/1/2014,265334,4851033701,4850901033
8/23/1972,15106,1/1/2014,265329,4851299030,4851166365
8/22/1972,15107,1/1/2014,265324,4851564354,4851431692
8/21/1972,15108,1/1/2014,265319,4851829674,4851697014
8/20/1972,15109,1/1/2014,265314,4852094988,4851962331
8/19/1972,15110,1/1/2014,265309,4852360297,4852227643
8/18/1972,15111,1/1/2014,265304,4852625601,4852492949
8/17/1972,15112,1/1/2014,265299,4852890900,4852758251
8/16/1972,15113,1/1/2014,265294,4853156195,4853023547
8/15/1972,15114,1/1/2014,265289,4853421483,4853288839
8/14/1972,15115,1/1/2014,265284,4853686767,4853554125
8/13/1972,15116,1/1/2014,265279,4853952046,4853819407
8/12/1972,15117,1/1/2014,265274,4854217320,4854084683
8/11/1972,15118,1/1/2014,265269,4854482589,4854349955
8/10/1972,15119,1/1/2014,265264,4854747853,4854615221
8/9/1972,15120,1/1/2014,265259,4855013111,4854880482
8/8/1972,15121,1/1/2014,265254,4855278365,4855145738
8/7/1972,15122,1/1/2014,265249,4855543614,4855410989
8/6/1972,15123,1/1/2014,265244,4855808857,4855676235
8/5/1972,15124,1/1/2014,265238,4856074095,4855941476
8/4/1972,15125,1/1/2014,265233,4856339329,4856206712
8/3/1972,15126,1/1/2014,265228,4856604557,4856471943
8/2/1972,15127,1/1/2014,265223,4856869781,4856737169
8/1/1972,15128,1/1/2014,265218,4857134999,4857002390
7/31/1972,15129,1/1/2014,265213,4857400212,4857267605
7/30/1972,15130,1/1/2014,265208,4857665420,4857532816
7/29/1972,15131,1/1/2014,265203,4857930623,4857798022
7/28/1972,15132,1/1/2014,265198,4858195821,4858063222
7/27/1972,15133,1/1/2014,265193,4858461014,4858328418
7/26/1972,15134,1/1/2014,265188,4858726202,4858593608
7/25/1972,15135,1/1/2014,265183,4858991385,4858858794
7/24/1972,15136,1/1/2014,265178,4859256563,4859123974
7/23/1972,15137,1/1/2014,265173,4859521736,4859389149
7/22/1972,15138,1/1/2014,265168,4859786903,4859654320
7/21/1972,15139,1/1/2014,265163,4860052066,4859919485
7/20/1972,15140,1/1/2014,265158,4860317224,4860184645
7/19/1972,15141,1/1/2014,265153,4860582376,4860449800
7/18/1972,15142,1/1/2014,265148,4860847524,4860714950
7/17/1972,15143,1/1/2014,265142,4861112666,4860980095
7/16/1972,15144,1/1/2014,265137,4861377804,4861245235
7/15/1972,15145,1/1/2014,265132,4861642936,4861510370
7/14/1972,15146,1/1/2014,265127,4861908063,4861775500
7/13/1972,15147,1/1/2014,265122,4862173186,4862040624
7/12/1972,15148,1/1/2014,265117,4862438303,4862305744
7/11/1972,15149,1/1/2014,265109,4862703411,4862570857
7/10/1972,15150,1/1/2014,265100,4862968511,4862835961
7/9/1972,15151,1/1/2014,265091,4863233602,4863101057
7/8/1972,15152,1/1/2014,265082,4863498685,4863366144
7/7/1972,15153,1/1/2014,265074,4863763759,4863631222
7/6/1972,15154,1/1/2014,265065,4864028824,4863896291
7/5/1972,15155,1/1/2014,265056,4864293880,4864161352
7/4/1972,15156,1/1/2014,265048,4864558928,4864426404
7/3/1972,15157,1/1/2014,265039,4864823967,4864691447
7/2/1972,15158,1/1/2014,265030,4865088997,4864956482
7/1/1972,15159,1/1/2014,265022,4865354019,4865221508
6/30/1972,15160,1/1/2014,265013,4865619032,4865486526
6/29/1972,15161,1/1/2014,265004,4865884036,4865751534
6/28/1972,15162,1/1/2014,264996,4866149032,4866016534
6/27/1972,15163,1/1/2014,264987,4866414019,4866281525
6/26/1972,15164,1/1/2014,264978,4866678997,4866546508
6/25/1972,15165,1/1/2014,264970,4866943967,4866811482
6/24/1972,15166,1/1/2014,264961,4867208928,4867076447
6/23/1972,15167,1/1/2014,264952,4867473880,4867341404
6/22/1972,15168,1/1/2014,264944,4867738824,4867606352
6/21/1972,15169,1/1/2014,264935,4868003759,4867871291
6/20/1972,15170,1/1/2014,264926,4868268685,4868136222
6/19/1972,15171,1/1/2014,264918,4868533602,4868401144
6/18/1972,15172,1/1/2014,264909,4868798511,4868666057
6/17/1972,15173,1/1/2014,264900,4869063411,4868930961
6/16/1972,15174,1/1/2014,264892,4869328303,4869195857
6/15/1972,15175,1/1/2014,264883,4869593186,4869460744
6/14/1972,15176,1/1/2014,264874,4869858060,4869725623
6/13/1972,15177,1/1/2014,264865,4870122925,4869990493
6/12/1972,15178,1/1/2014,264857,4870387782,4870255354
6/11/1972,15179,1/1/2014,264848,4870652630,4870520206
6/10/1972,15180,1/1/2014,264839,4870917470,4870785050
6/9/1972,15181,1/1/2014,264831,4871182301,4871049885
6/8/1972,15182,1/1/2014,264822,4871447123,4871314712
6/7/1972,15183,1/1/2014,264813,4871711936,4871579529
6/6/1972,15184,1/1/2014,264805,4871976741,4871844338
6/5/1972,15185,1/1/2014,264796,4872241537,4872109139
6/4/1972,15186,1/1/2014,264787,4872506324,4872373931
6/3/1972,15187,1/1/2014,264779,4872771103,4872638714
6/2/1972,15188,1/1/2014,264770,4873035873,4872903488
6/1/1972,15189,1/1/2014,264761,4873300634,4873168254
5/31/1972,15190,1/1/2014,264753,4873565387,4873433011
5/30/1972,15191,1/1/2014,264744,4873830131,4873697759
5/29/1972,15192,1/1/2014,264735,4874094867,4873962499
5/28/1972,15193,1/1/2014,264727,4874359593,4874227230
5/27/1972,15194,1/1/2014,264718,4874624311,4874491952
5/26/1972,15195,1/1/2014,264709,4874889021,4874756666
5/25/1972,15196,1/1/2014,264701,4875153721,4875021371
5/24/1972,15197,1/1/2014,264692,4875418413,4875286067
5/23/1972,15198,1/1/2014,264683,4875683097,4875550755
5/22/1972,15199,1/1/2014,264675,4875947771,4875815434
5/21/1972,15200,1/1/2014,264666,4876212437,4876080104
5/20/1972,15201,1/1/2014,264657,4876477095,4876344766
5/19/1972,15202,1/1/2014,264649,4876741743,4876609419
5/18/1972,15203,1/1/2014,264640,4877006383,4876874063
5/17/1972,15204,1/1/2014,264631,4877271015,4877138699
5/16/1972,15205,1/1/2014,264623,4877535637,4877403326
5/15/1972,15206,1/1/2014,264614,4877800251,4877667944
5/14/1972,15207,1/1/2014,264605,4878064857,4877932554
5/13/1972,15208,1/1/2014,264597,4878329453,4878197155
5/12/1972,15209,1/1/2014,264588,4878594041,4878461747
5/11/1972,15210,1/1/2014,264579,4878858621,4878726331
5/10/1972,15211,1/1/2014,264571,4879123191,4878990906
5/9/1972,15212,1/1/2014,264562,4879387753,4879255472
5/8/1972,15213,1/1/2014,264553,4879652307,4879520030
5/7/1972,15214,1/1/2014,264545,4879916851,4879784579
5/6/1972,15215,1/1/2014,264536,4880181387,4880049119
5/5/1972,15216,1/1/2014,264527,4880445915,4880313651
5/4/1972,15217,1/1/2014,264519,4880710433,4880578174
5/3/1972,15218,1/1/2014,264510,4880974943,4880842688
5/2/1972,15219,1/1/2014,264501,4881239445,4881107194
5/1/1972,15220,1/1/2014,264493,4881503937,4881371691
4/30/1972,15221,1/1/2014,264484,4881768421,4881636179
4/29/1972,15222,1/1/2014,264475,4882032897,4881900659
4/28/1972,15223,1/1/2014,264467,4882297363,4882165130
4/27/1972,15224,1/1/2014,264458,4882561821,4882429592
4/26/1972,15225,1/1/2014,264449,4882826271,4882694046
4/25/1972,15226,1/1/2014,264441,4883090711,4882958491
4/24/1972,15227,1/1/2014,264432,4883355143,4883222927
4/23/1972,15228,1/1/2014,264423,4883619567,4883487355
4/22/1972,15229,1/1/2014,264415,4883883981,4883751774
4/21/1972,15230,1/1/2014,264406,4884148387,4884016184
4/20/1972,15231,1/1/2014,264397,4884412785,4884280586
4/19/1972,15232,1/1/2014,264389,4884677174,4884544979
4/18/1972,15233,1/1/2014,264380,4884941554,4884809364
4/17/1972,15234,1/1/2014,264371,4885205925,4885073739
4/16/1972,15235,1/1/2014,264363,4885470288,4885338106
4/15/1972,15236,1/1/2014,264354,4885734642,4885602465
4/14/1972,15237,1/1/2014,264345,4885998987,4885866814
4/13/1972,15238,1/1/2014,264337,4886263324,4886131156
4/12/1972,15239,1/1/2014,264328,4886527652,4886395488
4/11/1972,15240,1/1/2014,264319,4886791971,4886659812
4/10/1972,15241,1/1/2014,264311,4887056282,4886924127
4/9/1972,15242,1/1/2014,264302,4887320584,4887188433
4/8/1972,15243,1/1/2014,264293,4887584878,4887452731
4/7/1972,15244,1/1/2014,264285,4887849163,4887717020
4/6/1972,15245,1/1/2014,264276,4888113439,4887981301
4/5/1972,15246,1/1/2014,264267,4888377706,4888245573
4/4/1972,15247,1/1/2014,264259,4888641965,4888509836
4/3/1972,15248,1/1/2014,264250,4888906215,4888774090
4/2/1972,15249,1/1/2014,264242,4889170457,4889038336
4/1/1972,15250,1/1/2014,264233,4889434690,4889302573
3/31/1972,15251,1/1/2014,264224,4889698914,4889566802
3/30/1972,15252,1/1/2014,264216,4889963130,4889831022
3/29/1972,15253,1/1/2014,264207,4890227336,4890095233
3/28/1972,15254,1/1/2014,264198,4890491535,4890359436
3/27/1972,15255,1/1/2014,264190,4890755724,4890623630
3/26/1972,15256,1/1/2014,264181,4891019905,4890887815
3/25/1972,15257,1/1/2014,264172,4891284078,4891151991
3/24/1972,15258,1/1/2014,264164,4891548241,4891416159
3/23/1972,15259,1/1/2014,264155,4891812396,4891680319
3/22/1972,15260,1/1/2014,264146,4892076542,4891944469
3/21/1972,15261,1/1/2014,264138,4892340680,4892208611
3/20/1972,15262,1/1/2014,264129,4892604809,4892472745
3/19/1972,15263,1/1/2014,264120,4892868930,4892736869
3/18/1972,15264,1/1/2014,264112,4893133041,4893000985
3/17/1972,15265,1/1/2014,264103,4893397144,4893265093
3/16/1972,15266,1/1/2014,264094,4893661239,4893529192
3/15/1972,15267,1/1/2014,264086,4893925325,4893793282
3/14/1972,15268,1/1/2014,264077,4894189402,4894057363
3/13/1972,15269,1/1/2014,264068,4894453470,4894321436
3/12/1972,15270,1/1/2014,264060,4894717530,4894585500
3/11/1972,15271,1/1/2014,264051,4894981581,4894849556
3/10/1972,15272,1/1/2014,264043,4895245624,4895113602
3/9/1972,15273,1/1/2014,264034,4895509658,4895377641
3/8/1972,15274,1/1/2014,264025,4895773683,4895641670
3/7/1972,15275,1/1/2014,264017,4896037699,4895905691
3/6/1972,15276,1/1/2014,264008,4896301707,4896169703
3/5/1972,15277,1/1/2014,263999,4896565707,4896433707
3/4/1972,15278,1/1/2014,263991,4896829697,4896697702
3/3/1972,15279,1/1/2014,263982,4897093679,4896961688
3/2/1972,15280,1/1/2014,263973,4897357652,4897225666
3/1/1972,15281,1/1/2014,263965,4897621617,4897489635
2/29/1972,15282,1/1/2014,263956,4897885573,4897753595
2/28/1972,15283,1/1/2014,263947,4898149521,4898017547
2/27/1972,15284,1/1/2014,263939,4898413459,4898281490
2/26/1972,15285,1/1/2014,263930,4898677389,4898545424
2/25/1972,15286,1/1/2014,263921,4898941311,4898809350
2/24/1972,15287,1/1/2014,263913,4899205224,4899073267
2/23/1972,15288,1/1/2014,263904,4899469128,4899337176
2/22/1972,15289,1/1/2014,263896,4899733023,4899601076
2/21/1972,15290,1/1/2014,263887,4899996910,4899864967
2/20/1972,15291,1/1/2014,263878,4900260789,4900128849
2/19/1972,15292,1/1/2014,263870,4900524658,4900392723
2/18/1972,15293,1/1/2014,263861,4900788519,4900656589
2/17/1972,15294,1/1/2014,263852,4901052371,4900920445
2/16/1972,15295,1/1/2014,263844,4901316215,4901184293
2/15/1972,15296,1/1/2014,263835,4901580050,4901448133
2/14/1972,15297,1/1/2014,263826,4901843876,4901711963
2/13/1972,15298,1/1/2014,263818,4902107694,4901975785
2/12/1972,15299,1/1/2014,263809,4902371503,4902239599
2/11/1972,15300,1/1/2014,263800,4902635304,4902503403
2/10/1972,15301,1/1/2014,263792,4902899096,4902767200
2/9/1972,15302,1/1/2014,263783,4903162879,4903030987
2/8/1972,15303,1/1/2014,263775,4903426653,4903294766
2/7/1972,15304,1/1/2014,263766,4903690419,4903558536
2/6/1972,15305,1/1/2014,263757,4903954176,4903822298
2/5/1972,15306,1/1/2014,263749,4904217925,4904086051
2/4/1972,15307,1/1/2014,263740,4904481665,4904349795
2/3/1972,15308,1/1/2014,263731,4904745396,4904613531
2/2/1972,15309,1/1/2014,263723,4905009119,4904877258
2/1/1972,15310,1/1/2014,263714,4905272833,4905140976
1/31/1972,15311,1/1/2014,263705,4905536538,4905404686
1/30/1972,15312,1/1/2014,263697,4905800235,4905668387
1/29/1972,15313,1/1/2014,263688,4906063923,4905932079
1/28/1972,15314,1/1/2014,263680,4906327603,4906195763
1/27/1972,15315,1/1/2014,263671,4906591274,4906459438
1/26/1972,15316,1/1/2014,263662,4906854936,4906723105
1/25/1972,15317,1/1/2014,263654,4907118590,4906986763
