"country_popio","region","age_name","sex","pc_mean","agegr" 
"Jamaica","Caribbean","65-69 years","Females",0.0558106,"65"
"Jamaica","Caribbean","70-74 years","Females",0.0507725,"70"
"Jamaica","Caribbean","75-79 years","Females",0.044018,"75"
"Jamaica","Caribbean","80+ years","Females",0.0347625,"80"
"Jamaica","Caribbean","50-69 years","Females",0.0586353,"50"
"Jamaica","Caribbean","70+ years","Females",0.0409859,"70"
"Jamaica","Caribbean","30-34 years","Both sexes",0.028077,"30"
"Jamaica","Caribbean","35-39 years","Both sexes",0.0485629,"35"
"Jamaica","Caribbean","40-44 years","Both sexes",0.0890552,"40"
"Jamaica","Caribbean","45-49 years","Both sexes",0.124872,"45"
"Jamaica","Caribbean","50-54 years","Both sexes",0.149162,"50"
"Jamaica","Caribbean","55-59 years","Both sexes",0.17312,"55"
"Jamaica","Caribbean","60-64 years","Both sexes",0.161408,"60"
"Jamaica","Caribbean","65-69 years","Both sexes",0.140465,"65"
"Jamaica","Caribbean","70-74 years","Both sexes",0.119726,"70"
"Jamaica","Caribbean","75-79 years","Both sexes",0.0915191,"75"
"Jamaica","Caribbean","80+ years","Both sexes",0.0630307,"80"
"Jamaica","Caribbean","50-69 years","Both sexes",0.155604,"50"
"Jamaica","Caribbean","70+ years","Both sexes",0.0866474,"70"
"St-Lucia","Caribbean","30-34 years","Males",0.0437022,"30"
"St-Lucia","Caribbean","35-39 years","Males",0.064961,"35"
"St-Lucia","Caribbean","40-44 years","Males",0.122141,"40"
"St-Lucia","Caribbean","45-49 years","Males",0.127967,"45"
"St-Lucia","Caribbean","50-54 years","Males",0.150549,"50"
"St-Lucia","Caribbean","55-59 years","Males",0.152265,"55"
"St-Lucia","Caribbean","60-64 years","Males",0.19385,"60"
"St-Lucia","Caribbean","65-69 years","Males",0.17859,"65"
"St-Lucia","Caribbean","70-74 years","Males",0.146688,"70"
"St-Lucia","Caribbean","75-79 years","Males",0.123445,"75"
"St-Lucia","Caribbean","80+ years","Males",0.133127,"80"
"St-Lucia","Caribbean","50-69 years","Males",0.168059,"50"
"St-Lucia","Caribbean","70+ years","Males",0.134721,"70"
"St-Lucia","Caribbean","30-34 years","Females",0.0128272,"30"
"St-Lucia","Caribbean","35-39 years","Females",0.0198618,"35"
"St-Lucia","Caribbean","40-44 years","Females",0.021788,"40"
"St-Lucia","Caribbean","45-49 years","Females",0.0164102,"45"
"St-Lucia","Caribbean","50-54 years","Females",0.0299812,"50"
"St-Lucia","Caribbean","55-59 years","Females",0.0236799,"55"
"St-Lucia","Caribbean","60-64 years","Females",0.0463129,"60"
"St-Lucia","Caribbean","65-69 years","Females",0.0371598,"65"
"St-Lucia","Caribbean","70-74 years","Females",0.0504159,"70"
"St-Lucia","Caribbean","75-79 years","Females",0.0623734,"75"
"St-Lucia","Caribbean","80+ years","Females",0.0810571,"80"
"St-Lucia","Caribbean","50-69 years","Females",0.0345955,"50"
"St-Lucia","Caribbean","70+ years","Females",0.0677328,"70"
"St-Lucia","Caribbean","30-34 years","Both sexes",0.0325561,"30"
"St-Lucia","Caribbean","35-39 years","Both sexes",0.0490248,"35"
"St-Lucia","Caribbean","40-44 years","Both sexes",0.0855667,"40"
"St-Lucia","Caribbean","45-49 years","Both sexes",0.0858742,"45"
"St-Lucia","Caribbean","50-54 years","Both sexes",0.105288,"50"
"St-Lucia","Caribbean","55-59 years","Both sexes",0.103165,"55"
"St-Lucia","Caribbean","60-64 years","Both sexes",0.133411,"60"
"St-Lucia","Caribbean","65-69 years","Both sexes",0.116943,"65"
"St-Lucia","Caribbean","70-74 years","Both sexes",0.104543,"70"
"St-Lucia","Caribbean","75-79 years","Both sexes",0.0939873,"75"
"St-Lucia","Caribbean","80+ years","Both sexes",0.104477,"80"
"St-Lucia","Caribbean","50-69 years","Both sexes",0.11463,"50"
"St-Lucia","Caribbean","70+ years","Both sexes",0.10145,"70"
"St-Vincent and the Grenadines","Caribbean","30-34 years","Males",0.0203765,"30"
"St-Vincent and the Grenadines","Caribbean","35-39 years","Males",0.0372128,"35"
"St-Vincent and the Grenadines","Caribbean","40-44 years","Males",0.0659541,"40"
"St-Vincent and the Grenadines","Caribbean","45-49 years","Males",0.0787893,"45"
"St-Vincent and the Grenadines","Caribbean","50-54 years","Males",0.0987217,"50"
"St-Vincent and the Grenadines","Caribbean","55-59 years","Males",0.10697,"55"
"St-Vincent and the Grenadines","Caribbean","60-64 years","Males",0.11279,"60"
"St-Vincent and the Grenadines","Caribbean","65-69 years","Males",0.115165,"65"
"St-Vincent and the Grenadines","Caribbean","70-74 years","Males",0.111038,"70"
"St-Vincent and the Grenadines","Caribbean","75-79 years","Males",0.0878382,"75"
"St-Vincent and the Grenadines","Caribbean","80+ years","Males",0.0739705,"80"
"St-Vincent and the Grenadines","Caribbean","50-69 years","Males",0.107817,"50"
"St-Vincent and the Grenadines","Caribbean","70+ years","Males",0.0927923,"70"
"St-Vincent and the Grenadines","Caribbean","30-34 years","Females",0.00556798,"30"
"St-Vincent and the Grenadines","Caribbean","35-39 years","Females",0.00834661,"35"
"St-Vincent and the Grenadines","Caribbean","40-44 years","Females",0.0120988,"40"
"St-Vincent and the Grenadines","Caribbean","45-49 years","Females",0.00579952,"45"
"St-Vincent and the Grenadines","Caribbean","50-54 years","Females",0.0131292,"50"
"St-Vincent and the Grenadines","Caribbean","55-59 years","Females",0.027198,"55"
"St-Vincent and the Grenadines","Caribbean","60-64 years","Females",0.0328954,"60"
"St-Vincent and the Grenadines","Caribbean","65-69 years","Females",0.0393215,"65"
"St-Vincent and the Grenadines","Caribbean","70-74 years","Females",0.0489883,"70"
"St-Vincent and the Grenadines","Caribbean","75-79 years","Females",0.0463535,"75"
"St-Vincent and the Grenadines","Caribbean","80+ years","Females",0.0452961,"80"
"St-Vincent and the Grenadines","Caribbean","50-69 years","Females",0.0279141,"50"
"St-Vincent and the Grenadines","Caribbean","70+ years","Females",0.0467666,"70"
"St-Vincent and the Grenadines","Caribbean","30-34 years","Both sexes",0.0150345,"30"
"St-Vincent and the Grenadines","Caribbean","35-39 years","Both sexes",0.0271373,"35"
"St-Vincent and the Grenadines","Caribbean","40-44 years","Both sexes",0.0469181,"40"
"St-Vincent and the Grenadines","Caribbean","45-49 years","Both sexes",0.0520972,"45"
"St-Vincent and the Grenadines","Caribbean","50-54 years","Both sexes",0.0675646,"50"
"St-Vincent and the Grenadines","Caribbean","55-59 years","Both sexes",0.076188,"55"
"St-Vincent and the Grenadines","Caribbean","60-64 years","Both sexes",0.0815686,"60"
"St-Vincent and the Grenadines","Caribbean","65-69 years","Both sexes",0.0841233,"65"
"St-Vincent and the Grenadines","Caribbean","70-74 years","Both sexes",0.0819738,"70"
"St-Vincent and the Grenadines","Caribbean","75-79 years","Both sexes",0.0672567,"75"
"St-Vincent and the Grenadines","Caribbean","80+ years","Both sexes",0.0570394,"80"
"St-Vincent and the Grenadines","Caribbean","50-69 years","Both sexes",0.0769469,"50"
"St-Vincent and the Grenadines","Caribbean","70+ years","Both sexes",0.0688918,"70"
"Suriname","Caribbean","30-34 years","Males",0.0112348,"30"
"Suriname","Caribbean","35-39 years","Males",0.0268247,"35"
"Suriname","Caribbean","40-44 years","Males",0.0561814,"40"
"Suriname","Caribbean","45-49 years","Males",0.103262,"45"
"Suriname","Caribbean","50-54 years","Males",0.14157,"50"
"Suriname","Caribbean","55-59 years","Males",0.171992,"55"
"Suriname","Caribbean","60-64 years","Males",0.178992,"60"
"Suriname","Caribbean","65-69 years","Males",0.178933,"65"
"Suriname","Caribbean","70-74 years","Males",0.162491,"70"
"Suriname","Caribbean","75-79 years","Males",0.139599,"75"
"Suriname","Caribbean","80+ years","Males",0.105695,"80"
"Suriname","Caribbean","50-69 years","Males",0.166166,"50"
"Suriname","Caribbean","70+ years","Males",0.139012,"70"
"Suriname","Caribbean","30-34 years","Females",0.00456804,"30"
"Suriname","Caribbean","35-39 years","Females",0.00705495,"35"
"Suriname","Caribbean","40-44 years","Females",0.0146784,"40"
"Suriname","Caribbean","45-49 years","Females",0.0147952,"45"
"Suriname","Caribbean","50-54 years","Females",0.0271382,"50"
"Suriname","Caribbean","55-59 years","Females",0.0207632,"55"
"Suriname","Caribbean","60-64 years","Females",0.0253565,"60"
"Suriname","Caribbean","65-69 years","Females",0.0358206,"65"
"Suriname","Caribbean","70-74 years","Females",0.0427075,"70"
"Suriname","Caribbean","75-79 years","Females",0.0331747,"75"
"Suriname","Caribbean","80+ years","Females",0.024035,"80"
"Suriname","Caribbean","50-69 years","Females",0.0277678,"50"
"Suriname","Caribbean","70+ years","Females",0.0329512,"70"
"Suriname","Caribbean","30-34 years","Both sexes",0.00926165,"30"
"Suriname","Caribbean","35-39 years","Both sexes",0.0213201,"35"
"Suriname","Caribbean","40-44 years","Both sexes",0.0436171,"40"
"Suriname","Caribbean","45-49 years","Both sexes",0.0729631,"45"
"Suriname","Caribbean","50-54 years","Both sexes",0.0987838,"50"
"Suriname","Caribbean","55-59 years","Both sexes",0.108044,"55"
"Suriname","Caribbean","60-64 years","Both sexes",0.110745,"60"
"Suriname","Caribbean","65-69 years","Both sexes",0.109764,"65"
"Suriname","Caribbean","70-74 years","Both sexes",0.102472,"70"
"Suriname","Caribbean","75-79 years","Both sexes",0.0815849,"75"
"Suriname","Caribbean","80+ years","Both sexes",0.0556357,"80"
"Suriname","Caribbean","50-69 years","Both sexes",0.106606,"50"
"Suriname","Caribbean","70+ years","Both sexes",0.0804684,"70"
"Trinidad and Tobago","Caribbean","30-34 years","Males",0.0359073,"30"
"Trinidad and Tobago","Caribbean","35-39 years","Males",0.0478609,"35"
"Trinidad and Tobago","Caribbean","40-44 years","Males",0.0952897,"40"
"Trinidad and Tobago","Caribbean","45-49 years","Males",0.168171,"45"
"Trinidad and Tobago","Caribbean","50-54 years","Males",0.204632,"50"
"Trinidad and Tobago","Caribbean","55-59 years","Males",0.22689,"55"
"Trinidad and Tobago","Caribbean","60-64 years","Males",0.22893,"60"
"Trinidad and Tobago","Caribbean","65-69 years","Males",0.187297,"65"
"Trinidad and Tobago","Caribbean","70-74 years","Males",0.164919,"70"
"Trinidad and Tobago","Caribbean","75-79 years","Males",0.12639,"75"
"Trinidad and Tobago","Caribbean","80+ years","Males",0.101699,"80"
"Trinidad and Tobago","Caribbean","50-69 years","Males",0.213037,"50"
"Trinidad and Tobago","Caribbean","70+ years","Males",0.13534,"70"
"Trinidad and Tobago","Caribbean","30-34 years","Females",0.017338,"30"
"Trinidad and Tobago","Caribbean","35-39 years","Females",0.0185021,"35"
"Trinidad and Tobago","Caribbean","40-44 years","Females",0.030098,"40"
"Trinidad and Tobago","Caribbean","45-49 years","Females",0.0414226,"45"
"Trinidad and Tobago","Caribbean","50-54 years","Females",0.0583543,"50"
"Trinidad and Tobago","Caribbean","55-59 years","Females",0.0503546,"55"
"Trinidad and Tobago","Caribbean","60-64 years","Females",0.0507482,"60"
"Trinidad and Tobago","Caribbean","65-69 years","Females",0.0360205,"65"
"Trinidad and Tobago","Caribbean","70-74 years","Females",0.0270591,"70"
"Trinidad and Tobago","Caribbean","75-79 years","Females",0.00567821,"75"
"Trinidad and Tobago","Caribbean","80+ years","Females",0.00516708,"80"
"Trinidad and Tobago","Caribbean","50-69 years","Females",0.0488083,"50"
"Trinidad and Tobago","Caribbean","70+ years","Females",0.0123103,"70"
"Trinidad and Tobago","Caribbean","30-34 years","Both sexes",0.0304676,"30"
"Trinidad and Tobago","Caribbean","35-39 years","Both sexes",0.038307,"35"
"Trinidad and Tobago","Caribbean","40-44 years","Both sexes",0.0728191,"40"
"Trinidad and Tobago","Caribbean","45-49 years","Both sexes",0.123064,"45"
"Trinidad and Tobago","Caribbean","50-54 years","Both sexes",0.152223,"50"
"Trinidad and Tobago","Caribbean","55-59 years","Both sexes",0.162825,"55"
"Trinidad and Tobago","Caribbean","60-64 years","Both sexes",0.161833,"60"
"Trinidad and Tobago","Caribbean","65-69 years","Both sexes",0.127867,"65"
"Trinidad and Tobago","Caribbean","70-74 years","Both sexes",0.11055,"70"
"Trinidad and Tobago","Caribbean","75-79 years","Both sexes",0.0721313,"75"
"Trinidad and Tobago","Caribbean","80+ years","Both sexes",0.0493148,"80"
"Trinidad and Tobago","Caribbean","50-69 years","Both sexes",0.151906,"50"
"Trinidad and Tobago","Caribbean","70+ years","Both sexes",0.0786306,"70"
"Bolivia","Andean Latin America","30-34 years","Males",0.0553847,"30"
"Bolivia","Andean Latin America","35-39 years","Males",0.0642277,"35"
"Bolivia","Andean Latin America","40-44 years","Males",0.0787187,"40"
"Bolivia","Andean Latin America","45-49 years","Males",0.0975693,"45"
"Bolivia","Andean Latin America","50-54 years","Males",0.122688,"50"
"Bolivia","Andean Latin America","55-59 years","Males",0.145084,"55"
"Bolivia","Andean Latin America","60-64 years","Males",0.161949,"60"
"Bolivia","Andean Latin America","65-69 years","Males",0.152477,"65"
"Bolivia","Andean Latin America","70-74 years","Males",0.144684,"70"
"Bolivia","Andean Latin America","75-79 years","Males",0.1276,"75"
"Bolivia","Andean Latin America","80+ years","Males",0.0969625,"80"
"Bolivia","Andean Latin America","50-69 years","Males",0.146012,"50"
"Bolivia","Andean Latin America","70+ years","Males",0.127635,"70"
"Bolivia","Andean Latin America","30-34 years","Females",0.0634233,"30"
"Bolivia","Andean Latin America","35-39 years","Females",0.0708221,"35"
"Bolivia","Andean Latin America","40-44 years","Females",0.0897509,"40"
"Bolivia","Andean Latin America","45-49 years","Females",0.0930477,"45"
"Bolivia","Andean Latin America","50-54 years","Females",0.105571,"50"
"Bolivia","Andean Latin America","55-59 years","Females",0.107311,"55"
"Bolivia","Andean Latin America","60-64 years","Females",0.0965852,"60"
"Bolivia","Andean Latin America","65-69 years","Females",0.0956254,"65"
"Bolivia","Andean Latin America","70-74 years","Females",0.0910251,"70"
"Bolivia","Andean Latin America","75-79 years","Females",0.0806702,"75"
"Bolivia","Andean Latin America","80+ years","Females",0.070858,"80"
"Bolivia","Andean Latin America","50-69 years","Females",0.101048,"50"
"Bolivia","Andean Latin America","70+ years","Females",0.0819994,"70"
"Bolivia","Andean Latin America","30-34 years","Both sexes",0.0583864,"30"
"Bolivia","Andean Latin America","35-39 years","Both sexes",0.0669476,"35"
"Bolivia","Andean Latin America","40-44 years","Both sexes",0.0837556,"40"
"Bolivia","Andean Latin America","45-49 years","Both sexes",0.0953928,"45"
"Bolivia","Andean Latin America","50-54 years","Both sexes",0.114209,"50"
"Bolivia","Andean Latin America","55-59 years","Both sexes",0.126344,"55"
"Bolivia","Andean Latin America","60-64 years","Both sexes",0.128527,"60"
"Bolivia","Andean Latin America","65-69 years","Both sexes",0.122942,"65"
"Bolivia","Andean Latin America","70-74 years","Both sexes",0.115039,"70"
"Bolivia","Andean Latin America","75-79 years","Both sexes",0.100464,"75"
"Bolivia","Andean Latin America","80+ years","Both sexes",0.0809425,"80"
"Bolivia","Andean Latin America","50-69 years","Both sexes",0.123244,"50"
"Bolivia","Andean Latin America","70+ years","Both sexes",0.101291,"70"
"Ecuador","Andean Latin America","30-34 years","Males",0.0287492,"30"
"Ecuador","Andean Latin America","35-39 years","Males",0.0361523,"35"
"Ecuador","Andean Latin America","40-44 years","Males",0.0459891,"40"
"Ecuador","Andean Latin America","45-49 years","Males",0.0531604,"45"
"Ecuador","Andean Latin America","50-54 years","Males",0.0730716,"50"
"Ecuador","Andean Latin America","55-59 years","Males",0.0778529,"55"
"Ecuador","Andean Latin America","60-64 years","Males",0.0996559,"60"
"Ecuador","Andean Latin America","65-69 years","Males",0.0945681,"65"
"Ecuador","Andean Latin America","70-74 years","Males",0.0754204,"70"
"Ecuador","Andean Latin America","75-79 years","Males",0.087533,"75"
"Ecuador","Andean Latin America","80+ years","Males",0.101388,"80"
"Ecuador","Andean Latin America","50-69 years","Males",0.0856221,"50"
"Ecuador","Andean Latin America","70+ years","Males",0.0885309,"70"
"Ecuador","Andean Latin America","30-34 years","Females",0.0224368,"30"
"Ecuador","Andean Latin America","35-39 years","Females",0.0245924,"35"
"Ecuador","Andean Latin America","40-44 years","Females",0.0405519,"40"
"Ecuador","Andean Latin America","45-49 years","Females",0.0409632,"45"
"Ecuador","Andean Latin America","50-54 years","Females",0.0311775,"50"
"Ecuador","Andean Latin America","55-59 years","Females",0.0402035,"55"
"Ecuador","Andean Latin America","60-64 years","Females",0.0442506,"60"
"Ecuador","Andean Latin America","65-69 years","Females",0.0297752,"65"
"Ecuador","Andean Latin America","70-74 years","Females",0.051152,"70"
"Ecuador","Andean Latin America","75-79 years","Females",0.035243,"75"
"Ecuador","Andean Latin America","80+ years","Females",0.0585997,"80"
"Ecuador","Andean Latin America","50-69 years","Females",0.0365155,"50"
"Ecuador","Andean Latin America","70+ years","Females",0.049961,"70"
"Ecuador","Andean Latin America","30-34 years","Both sexes",0.0271059,"30"
"Ecuador","Andean Latin America","35-39 years","Both sexes",0.0325481,"35"
"Ecuador","Andean Latin America","40-44 years","Both sexes",0.0441056,"40"
"Ecuador","Andean Latin America","45-49 years","Both sexes",0.0485818,"45"
"Ecuador","Andean Latin America","50-54 years","Both sexes",0.0565096,"50"
"Ecuador","Andean Latin America","55-59 years","Both sexes",0.0625573,"55"
"Ecuador","Andean Latin America","60-64 years","Both sexes",0.0770904,"60"
"Ecuador","Andean Latin America","65-69 years","Both sexes",0.0666611,"65"
"Ecuador","Andean Latin America","70-74 years","Both sexes",0.0646937,"70"
"Ecuador","Andean Latin America","75-79 years","Both sexes",0.0637066,"75"
"Ecuador","Andean Latin America","80+ years","Both sexes",0.0797662,"80"
"Ecuador","Andean Latin America","50-69 years","Both sexes",0.0655285,"50"
"Ecuador","Andean Latin America","70+ years","Both sexes",0.0703647,"70"
"Peru","Andean Latin America","30-34 years","Males",0.0331957,"30"
"Peru","Andean Latin America","35-39 years","Males",0.0357468,"35"
"Peru","Andean Latin America","40-44 years","Males",0.0434015,"40"
"Peru","Andean Latin America","45-49 years","Males",0.045279,"45"
"Peru","Andean Latin America","50-54 years","Males",0.0580729,"50"
"Peru","Andean Latin America","55-59 years","Males",0.0638943,"55"
"Peru","Andean Latin America","60-64 years","Males",0.0779206,"60"
"Peru","Andean Latin America","65-69 years","Males",0.0730167,"65"
"Peru","Andean Latin America","70-74 years","Males",0.0674421,"70"
"Peru","Andean Latin America","75-79 years","Males",0.0600112,"75"
"Peru","Andean Latin America","80+ years","Males",0.0484877,"80"
"Peru","Andean Latin America","50-69 years","Males",0.0687516,"50"
"Peru","Andean Latin America","70+ years","Males",0.0591744,"70"
"Peru","Andean Latin America","30-34 years","Females",0.0336311,"30"
"Peru","Andean Latin America","35-39 years","Females",0.0385533,"35"
"Peru","Andean Latin America","40-44 years","Females",0.0516636,"40"
"Peru","Andean Latin America","45-49 years","Females",0.0422229,"45"
"Peru","Andean Latin America","50-54 years","Females",0.0477716,"50"
"Peru","Andean Latin America","55-59 years","Females",0.05058,"55"
"Peru","Andean Latin America","60-64 years","Females",0.0492729,"60"
"Peru","Andean Latin America","65-69 years","Females",0.0529424,"65"
"Peru","Andean Latin America","70-74 years","Females",0.0530188,"70"
"Peru","Andean Latin America","75-79 years","Females",0.0488051,"75"
"Peru","Andean Latin America","80+ years","Females",0.0502662,"80"
"Peru","Andean Latin America","50-69 years","Females",0.0503054,"50"
"Peru","Andean Latin America","70+ years","Females",0.0507418,"70"
"Peru","Andean Latin America","30-34 years","Both sexes",0.0333199,"30"
"Peru","Andean Latin America","35-39 years","Both sexes",0.0368459,"35"
"Peru","Andean Latin America","40-44 years","Both sexes",0.0468749,"40"
"Peru","Andean Latin America","45-49 years","Both sexes",0.0439327,"45"
"Peru","Andean Latin America","50-54 years","Both sexes",0.0533476,"50"
"Peru","Andean Latin America","55-59 years","Both sexes",0.0578636,"55"
"Peru","Andean Latin America","60-64 years","Both sexes",0.0646953,"60"
"Peru","Andean Latin America","65-69 years","Both sexes",0.0636593,"65"
"Peru","Andean Latin America","70-74 years","Both sexes",0.060329,"70"
"Peru","Andean Latin America","75-79 years","Both sexes",0.0541459,"75"
"Peru","Andean Latin America","80+ years","Both sexes",0.049463,"80"
"Peru","Andean Latin America","50-69 years","Both sexes",0.0602425,"50"
"Peru","Andean Latin America","70+ years","Both sexes",0.0546995,"70"
"Colombia","Central Latin America","30-34 years","Males",0.0193299,"30"
"Colombia","Central Latin America","35-39 years","Males",0.0276838,"35"
"Colombia","Central Latin America","40-44 years","Males",0.0477318,"40"
"Colombia","Central Latin America","45-49 years","Males",0.0817029,"45"
"Colombia","Central Latin America","50-54 years","Males",0.12319,"50"
"Colombia","Central Latin America","55-59 years","Males",0.167289,"55"
"Colombia","Central Latin America","60-64 years","Males",0.200056,"60"
"Colombia","Central Latin America","65-69 years","Males",0.21394,"65"
"Colombia","Central Latin America","70-74 years","Males",0.211691,"70"
"Colombia","Central Latin America","75-79 years","Males",0.196397,"75"
"Colombia","Central Latin America","80+ years","Males",0.167155,"80"
"Colombia","Central Latin America","50-69 years","Males",0.176825,"50"
"Colombia","Central Latin America","70+ years","Males",0.193044,"70"
"Colombia","Central Latin America","30-34 years","Females",0.0275452,"30"
"Colombia","Central Latin America","35-39 years","Females",0.0363535,"35"
"Colombia","Central Latin America","40-44 years","Females",0.0582994,"40"
"Colombia","Central Latin America","45-49 years","Females",0.0771344,"45"
"Colombia","Central Latin America","50-54 years","Females",0.0828415,"50"
"Colombia","Central Latin America","55-59 years","Females",0.102663,"55"
"Colombia","Central Latin America","60-64 years","Females",0.111245,"60"
"Colombia","Central Latin America","65-69 years","Females",0.128613,"65"
"Colombia","Central Latin America","70-74 years","Females",0.135488,"70"
"Colombia","Central Latin America","75-79 years","Females",0.121548,"75"
"Colombia","Central Latin America","80+ years","Females",0.110734,"80"
"Colombia","Central Latin America","50-69 years","Females",0.107838,"50"
"Colombia","Central Latin America","70+ years","Females",0.122056,"70"
"Colombia","Central Latin America","30-34 years","Both sexes",0.0209785,"30"
"Colombia","Central Latin America","35-39 years","Both sexes",0.0300073,"35"
"Colombia","Central Latin America","40-44 years","Both sexes",0.0510815,"40"
"Colombia","Central Latin America","45-49 years","Both sexes",0.0799416,"45"
"Colombia","Central Latin America","50-54 years","Both sexes",0.107414,"50"
"Colombia","Central Latin America","55-59 years","Both sexes",0.140928,"55"
"Colombia","Central Latin America","60-64 years","Both sexes",0.162725,"60"
"Colombia","Central Latin America","65-69 years","Both sexes",0.177031,"65"
"Colombia","Central Latin America","70-74 years","Both sexes",0.176953,"70"
"Colombia","Central Latin America","75-79 years","Both sexes",0.16094,"75"
"Colombia","Central Latin America","80+ years","Both sexes",0.136646,"80"
"Colombia","Central Latin America","50-69 years","Both sexes",0.148311,"50"
"Colombia","Central Latin America","70+ years","Both sexes",0.158193,"70"
"Costa Rica","Central Latin America","30-34 years","Males",0.0264199,"30"
"Costa Rica","Central Latin America","35-39 years","Males",0.039582,"35"
"Costa Rica","Central Latin America","40-44 years","Males",0.0506116,"40"
"Costa Rica","Central Latin America","45-49 years","Males",0.0788812,"45"
"Costa Rica","Central Latin America","50-54 years","Males",0.0846259,"50"
"Costa Rica","Central Latin America","55-59 years","Males",0.0925056,"55"
"Costa Rica","Central Latin America","60-64 years","Males",0.105954,"60"
"Costa Rica","Central Latin America","65-69 years","Males",0.113614,"65"
"Costa Rica","Central Latin America","70-74 years","Males",0.109047,"70"
"Costa Rica","Central Latin America","75-79 years","Males",0.101839,"75"
"Costa Rica","Central Latin America","80+ years","Males",0.105033,"80"
"Costa Rica","Central Latin America","50-69 years","Males",0.0983801,"50"
"Costa Rica","Central Latin America","70+ years","Males",0.105409,"70"
"Costa Rica","Central Latin America","30-34 years","Females",0.0311863,"30"
"Costa Rica","Central Latin America","35-39 years","Females",0.0358632,"35"
"Costa Rica","Central Latin America","40-44 years","Females",0.0460419,"40"
"Costa Rica","Central Latin America","45-49 years","Females",0.0486335,"45"
"Costa Rica","Central Latin America","50-54 years","Females",0.048764,"50"
"Costa Rica","Central Latin America","55-59 years","Females",0.0527921,"55"
"Costa Rica","Central Latin America","60-64 years","Females",0.0488256,"60"
"Costa Rica","Central Latin America","65-69 years","Females",0.0538901,"65"
"Costa Rica","Central Latin America","70-74 years","Females",0.0641392,"70"
"Costa Rica","Central Latin America","75-79 years","Females",0.0676719,"75"
"Costa Rica","Central Latin America","80+ years","Females",0.07145,"80"
"Costa Rica","Central Latin America","50-69 years","Females",0.0511338,"50"
"Costa Rica","Central Latin America","70+ years","Females",0.0684957,"70"
"Costa Rica","Central Latin America","30-34 years","Both sexes",0.0277031,"30"
"Costa Rica","Central Latin America","35-39 years","Both sexes",0.0384084,"35"
"Costa Rica","Central Latin America","40-44 years","Both sexes",0.0490851,"40"
"Costa Rica","Central Latin America","45-49 years","Both sexes",0.0684121,"45"
"Costa Rica","Central Latin America","50-54 years","Both sexes",0.0716382,"50"
"Costa Rica","Central Latin America","55-59 years","Both sexes",0.0773688,"55"
"Costa Rica","Central Latin America","60-64 years","Both sexes",0.0831788,"60"
"Costa Rica","Central Latin America","65-69 years","Both sexes",0.0887596,"65"
"Costa Rica","Central Latin America","70-74 years","Both sexes",0.0900834,"70"
"Costa Rica","Central Latin America","75-79 years","Both sexes",0.0865872,"75"
"Costa Rica","Central Latin America","80+ years","Both sexes",0.0884434,"80"
"Costa Rica","Central Latin America","50-69 years","Both sexes",0.0800093,"50"
"Costa Rica","Central Latin America","70+ years","Both sexes",0.088431,"70"
"El Salvador","Central Latin America","30-34 years","Males",0.0212978,"30"
"El Salvador","Central Latin America","35-39 years","Males",0.0277808,"35"
"El Salvador","Central Latin America","40-44 years","Males",0.0384043,"40"
"El Salvador","Central Latin America","45-49 years","Males",0.046616,"45"
"El Salvador","Central Latin America","50-54 years","Males",0.0569304,"50"
"El Salvador","Central Latin America","55-59 years","Males",0.0672945,"55"
"El Salvador","Central Latin America","60-64 years","Males",0.0706077,"60"
"El Salvador","Central Latin America","65-69 years","Males",0.073727,"65"
"El Salvador","Central Latin America","70-74 years","Males",0.0660507,"70"
"El Salvador","Central Latin America","75-79 years","Males",0.0665932,"75"
"El Salvador","Central Latin America","80+ years","Males",0.0683998,"80"
"El Salvador","Central Latin America","50-69 years","Males",0.0667393,"50"
"El Salvador","Central Latin America","70+ years","Males",0.0671333,"70"
"El Salvador","Central Latin America","30-34 years","Females",0.0472943,"30"
"El Salvador","Central Latin America","35-39 years","Females",0.0522454,"35"
"El Salvador","Central Latin America","40-44 years","Females",0.0902194,"40"
"El Salvador","Central Latin America","45-49 years","Females",0.0781153,"45"
"El Salvador","Central Latin America","50-54 years","Females",0.0819412,"50"
"El Salvador","Central Latin America","55-59 years","Females",0.0894756,"55"
"El Salvador","Central Latin America","60-64 years","Females",0.0809323,"60"
"El Salvador","Central Latin America","65-69 years","Females",0.0877322,"65"
"El Salvador","Central Latin America","70-74 years","Females",0.0936031,"70"
"El Salvador","Central Latin America","75-79 years","Females",0.0937079,"75"
"El Salvador","Central Latin America","80+ years","Females",0.0894078,"80"
"El Salvador","Central Latin America","50-69 years","Females",0.0852082,"50"
"El Salvador","Central Latin America","70+ years","Females",0.0918813,"70"
"El Salvador","Central Latin America","30-34 years","Both sexes",0.0267501,"30"
"El Salvador","Central Latin America","35-39 years","Both sexes",0.0346839,"35"
"El Salvador","Central Latin America","40-44 years","Both sexes",0.0556293,"40"
"El Salvador","Central Latin America","45-49 years","Both sexes",0.0583906,"45"
"El Salvador","Central Latin America","50-54 years","Both sexes",0.0669803,"50"
"El Salvador","Central Latin America","55-59 years","Both sexes",0.0763438,"55"
"El Salvador","Central Latin America","60-64 years","Both sexes",0.075178,"60"
"El Salvador","Central Latin America","65-69 years","Both sexes",0.0803511,"65"
"El Salvador","Central Latin America","70-74 years","Both sexes",0.0801655,"70"
